TransDate,TransactionDescription,Amount,Balance,Category
1-Jul,Withdrawal POS #318218821934...........................................  COSTCO WHSE #1014 COLORADO SPRI CO 5300,-171.87,422.47,GROCERIES
2-Jul,Withdrawal Debit Card Visa Check...........................................  TARGET 00022210 COLORADO SPRI CO 5411,-11.29,411.18,SHOPPING
2-Jul,Recurring Withdrawal #318325103508...................................  Audible*KT1IM39F3 Amzn.com/bill NJ,-16.18,395,Others
2-Jul,Withdrawal POS #318401362524...........................................  KING SOOPERS #01 9225 N COLORADO SPRI CO 5411,-60.86,334.14,GROCERIES
3-Jul,Withdrawal Debit Card Visa Check...........................................  AMZN Mktp US*VG6HS94Z3 Amzn.com/bill WA 5942,-142.01,192.13,SHOPPING
3-Jul,"Withdrawal Home Banking Transfer........................................  To HODGES,JUSTINE B 532694 Share 10 REF# 61100149 1/2 SOFTBALL",-60,132.13,Others
3-Jul,Deposit Debit Card...................................................................  VENMO*Hodges Justine New York City NY Date 07/03/23 4829,63.87,196,Others
4-Jul,Recurring Withdrawal Debit Card Visa Check..........................  APPLE.COM/BILL 866-712-7753 CA 5818,-0.99,195.01,Others
4-Jul,Withdrawal Debit Card Visa Check...........................................  DUTCH BROS 541-955-4700 OR 5814,-15,180.01,Others
5-Jul,Withdrawal POS #318609812490...........................................  KUM&GO 0659R CO SPRIN CO SPRINGS CO 5541,-7.46,172.55,Others
5-Jul,Withdrawal Debit Card Visa Check...........................................  Equal Housing Opportunity Ent is a registered trademark of Ent Credit Union Insured by NCUA AccountNumber 1159412 StatementPeriod07/01/23thru07/31/23 Page 3 of 11 1111111111111111111111010011001100110111001110011000100010000001010000001110100011000011101011000110000001011100001100010011000011011000100110000000101011000100110010100111010111001010000100101111010100010011111011111011101011000111001111111101110011011010011100111010110011110010110011000010110001011111011111011000000111100101010001001100000010100101111110001100101000111100110000110000001101111110010110011111000111011011110011001100010111110010001000101010110101010101010101010101 No Strings Checking - 10 NO STRINGS CHECKING (continued) TransDate EffDate TransactionDescription Amount Balance STEAMGAMES.COM 42595229 425-8899642 WA 5816,-9.26,163.29,Others
6-Jul,"Withdrawal Home Banking Transfer REF# 61198600..............  To HODGES,JUSTINE B 532694 Share 10",-60,103.29,TRANSFERS
7-Jul,Recurring Withdrawal Debit Card Visa Check..........................  COOKBOOK MOUNT COOLUM AU 5817,-1.49,101.8,Others
7-Jul,Recurring Withdrawal Card Fee...............................................  VISA INTERNATIONAL SERVICE ASSESSMENT Date 07/07/23,-0.01,101.79,Others
7-Jul,Deposit ACH UNIVERSITY OF CO............................................  TYPE: DIR DEP CO: UNIVERSITY OF CO,884.46,986.25,INCOME/SALARY
7-Jul,Withdrawal Debit Card Visa Check...........................................  DOMINO’S 6246 COLORADO SPRI CO 5814,-28.91,957.34,DINING
7-Jul,Withdrawal Debit Card Visa Check...........................................  KUM&GO 0659R CO SPRIN CO SPRINGS CO 5542,-20.23,937.11,Others
7-Jul,Withdrawal Debit Card Visa Check...........................................  VENMO* Visa Direct NY 4829,-15,922.11,Others
7-Jul,Withdrawal Debit Card Visa Check...........................................  Amazon.com*KL5DY2UF3 Amzn.com/bill WA 5942,-14.34,907.77,Others
7-Jul,Withdrawal Debit Card Visa Check...........................................  AMZN Mktp US*PM2AD45D3 Amzn.com/bill WA 5942,-41.33,866.44,SHOPPING
8-Jul,Withdrawal Debit Card Visa Check...........................................  Amazon.com*E61OY2YA3 Amzn.com/bill WA 5942,-7.89,858.55,Others
8-Jul,Withdrawal Home Banking Transfer To Share 11....................  REF# 61253231,-300,558.55,TRANSFERS
8-Jul,"Withdrawal Home Banking Transfer REF# 61253232..............  To HODGES,JUSTINE B 532694 Share 01",-100,458.55,TRANSFERS
8-Jul,"Withdrawal Home Banking Transfer REF# 61253233..............  To HODGES,JUSTINE B 532694 Share 10",-35,423.55,TRANSFERS
8-Jul,"Withdrawal Home Banking Transfer REF# 61253234..............  To HODGES,JUSTINE B 532694 Share 12 Equal Housing Opportunity Ent is a registered trademark of Ent Credit Union Insured by NCUA 391340-1.38-26008N11.no7 028700194 2-6 AccountNumber 1159412 StatementPeriod07/01/23thru07/31/23 Page 4 of 11 No Strings Checking - 10 NO STRINGS CHECKING (continued) TransDate EffDate TransactionDescription Amount Balance",-75,348.55,TRANSFERS
8-Jul,Withdrawal POS #318914056307...........................................  COSTCO WHSE #1014 COLORADO SPRI CO 5300,-166.96,181.59,GROCERIES
8-Jul,Withdrawal Debit Card Visa Check...........................................  SQ *WORLD GOLF & SAND C Colorado Spri CO 5399,-12,169.59,Others
8-Jul,Deposit Home Banking Transfer From Share 00......................  REF# 61268088,175,344.59,TRANSFERS
8-Jul,Withdrawal Debit Card Visa Check...........................................  VENMO* Visa Direct NY 4829,-16,328.59,Others
9-Jul,Withdrawal Debit Card Visa Check...........................................  Amazon.com*BC5208OI3 Amzn.com/bill WA 5942,-139.82,188.77,Others
9-Jul,Withdrawal POS #319018951826...........................................  KING SOOPERS #01 9225 N COLORADO SPRI CO 5411,-44.33,144.44,GROCERIES
9-Jul,Withdrawal Debit Card Visa Check...........................................  ULTA #133 COLORADO SPRI CO 5977,-47.59,96.85,Others
9-Jul,Withdrawal Debit Card Visa Check...........................................  RAISING CANES 0403 COLORADO SPRI CO 5814,-21.24,75.61,DINING
10-Jul,Recurring Withdrawal #319120743317...................................  ADOBE *CREATIVE CLOUD 408-536-6000 CA,-20.6,55.01,Others
11-Jul,Withdrawal POS #319300810938...........................................  SEI 26292 825 NORTH NEVADA US COLORADO SPRI CO 5541,-5.92,49.09,Others
11-Jul,Deposit Home Banking Transfer From Share 13......................  REF# 61344996,70,119.09,TRANSFERS
12-Jul,"07/11 Deposit Home Banking Transfer..............................................  From HODGES,JUSTINE B 532694 Loan 01 REF# 61350107 TV-PRIME DAY",640,759.09,Others
12-Jul,Withdrawal Debit Card Visa Check...........................................  KUM&GO 0659R CO SPRIN CO SPRINGS CO 5542,-71.17,687.92,Others
12-Jul,Withdrawal POS #319322134725...........................................  CIRCLE K 09847 COLORADO SPRN CO 5541,-4.77,683.15,Others
13-Jul,Withdrawal POS #319408583001...........................................  KUM&GO 0659R CO SPRIN CO SPRINGS CO 5541,-7.46,675.69,Others
13-Jul,Withdrawal Debit Card Visa Check...........................................  KUM&GO 0667R CO SPRIN CO SPRINGS CO 5542,-40.01,635.68,Others
13-Jul,Withdrawal Debit Card Visa Check...........................................  Amazon.com*P86667JH3 Amzn.com/bill WA 5942,-32.73,602.95,Others
13-Jul,Deposit Home Banking Transfer From Share 13......................  Equal Housing Opportunity Ent is a registered trademark of Ent Credit Union Insured by NCUA AccountNumber 1159412 StatementPeriod07/01/23thru07/31/23 Page 5 of 11 1111111111111111111111010011001100110001001110011000100010000001010000001110100011000011101011000110000001000100001100010011000011111000100110000000011011000100110010100100110111001010000100010011010100010011111001111111101011000111010111001101110011011011100011111010110011100101000001010010110000101001010111011000010001010000010001101111011011001101111111011101100111111100110001001101010011111000000011011000110111010011010011111100110111110100001000001011010101010101010101010101 No Strings Checking - 10 NO STRINGS CHECKING (continued) TransDate EffDate TransactionDescription Amount Balance REF# 61398823,40,642.95,TRANSFERS
14-Jul,Deposit ACH Colorado Springs................................................  TYPE: PR PAYMENT CO: Colorado Springs,"1,273.20","1,916.15",INCOME/SALARY
14-Jul,Withdrawal Home Banking Transfer To Share 11....................  REF# 61413719,-300,"1,616.15",TRANSFERS
14-Jul,Withdrawal Home Banking Transfer To Share 13....................  REF# 61413800,-140,"1,476.15",TRANSFERS
14-Jul,"Withdrawal Home Banking Transfer REF# 61413828..............  To HODGES,JUSTINE B 532694 Share 11",-35,"1,441.15",TRANSFERS
14-Jul,"Withdrawal Home Banking Transfer REF# 61413845..............  To HODGES,JUSTINE B 532694 Share 12",-125,"1,316.15",TRANSFERS
14-Jul,"Withdrawal Home Banking Transfer REF# 61413857..............  To HODGES,JUSTINE B 532694 Share 01",-150,"1,166.15",TRANSFERS
14-Jul,Withdrawal Home Banking Transfer To Share 00....................  REF# 61413949,-75,"1,091.15",TRANSFERS
14-Jul,Withdrawal Debit Card Visa Check...........................................  VENMO* Visa Direct NY 4829,-8,"1,083.15",Others
14-Jul,"Deposit Home Banking Transfer REF# 61445217....................  From HODGES,JUSTINE B 532694 Share 10",500,"1,583.15",TRANSFERS
14-Jul,Recurring Withdrawal Debit Card Visa Check..........................  APPLE.COM/BILL 866-712-7753 CA 5818,-15.99,"1,567.16",Others
14-Jul,Recurring Withdrawal Debit Card Visa Check..........................  APPLE.COM/BILL 866-712-7753 CA 5818,-0.99,"1,566.17",Others
14-Jul,Withdrawal POS #319523421450...........................................  DICK’S SPORTING #322 COLORADO SPRI CO 5941,-81.12,"1,485.05",Others
15-Jul,Withdrawal Debit Card Visa Check...........................................  ZALES #1327 COLORADO SPRI CO 5944,-461.22,"1,023.83",Others
15-Jul,Withdrawal POS #319612401966...........................................  PETCO 1472 COLORADO SPRI CO 5995,-21.15,"1,002.68",SHOPPING
15-Jul,Withdrawal Debit Card Visa Check...........................................  Equal Housing Opportunity Ent is a registered trademark of Ent Credit Union Insured by NCUA 391340-1.38-26008N11.no7 028700194 3-6 AccountNumber 1159412 StatementPeriod07/01/23thru07/31/23 Page 6 of 11 No Strings Checking - 10 NO STRINGS CHECKING (continued) TransDate EffDate TransactionDescription Amount Balance IN N OUT BURGER 359 COLORADO SPRI CO 5814,-17.43,985.25,Others
15-Jul,Withdrawal POS #319700737370...........................................  UNITED PACIFIC 6 10210 E ARAPAHOE R US CENTENNIAL CO 5541,-8.17,977.08,Others
15-Jul,Withdrawal Debit Card Visa Check...........................................  TARGET 00022210 COLORADO SPRI CO 5411,-7.57,969.51,SHOPPING
15-Jul,Withdrawal Debit Card Visa Check...........................................  VENMO* Visa Direct NY 4829,-10,959.51,Others
16-Jul,Withdrawal Debit Card Visa Check...........................................  BUFF CITY SOAP - DUBLIN COLORADO SPRI CO 5099,-28.39,931.12,Others
16-Jul,Withdrawal Debit Card Visa Check...........................................  RAISING CANES 0276 CASTLE ROCK CO 5814,-18.65,912.47,DINING
17-Jul,Withdrawal POS #319817883562...........................................  COSTCO WHSE #1014 COLORADO SPRI CO 5300,-58.64,853.83,GROCERIES
17-Jul,Deposit Home Banking Transfer From Share 13......................  REF# 61523416,70,923.83,TRANSFERS
17-Jul,Withdrawal POS #319818782546...........................................  LOVELAND COUNTRY LOVELAND CO 5541,-9.58,914.25,Others
17-Jul,Withdrawal POS #319900308695...........................................  KING SOOPERS #01 9225 N COLORADO SPRI CO 5411,-64.8,849.45,GROCERIES
17-Jul,Withdrawal Debit Card Visa Check...........................................  PP*Emalie Atteberry LOVELAND CO 7230,-60,789.45,Others
18-Jul,Withdrawal POS #319920854403...........................................  KUM&GO 0693R CO SPRINGS COLORADO SPRN CO 5541,-15.18,774.27,Others
18-Jul,Withdrawal Debit Card Visa Check...........................................  Amazon.com*HX0KT2VO3 Amzn.com/bill WA 5942,-605.91,168.36,Others
18-Jul,Withdrawal Debit Card Visa Check...........................................  DP DOUGH COLORADO SPRIN 678-787-9643 CO 5812,-4.43,163.93,Others
20-Jul,"Deposit Home Banking Transfer REF# 61596534....................  From MITCHELL,JILLIAN 918043 Share 10 AMZN Mktp US Pending credit/return for $43.27 on card 0950",150,313.93,SHOPPING
21-Jul,Withdrawal Adjustment Debit Card Credit Voucher.................  AMZN Mktp US Amzn.com/bill WA 5942,43.27,357.2,SHOPPING
21-Jul,Deposit ACH UNIVERSITY OF CO............................................  Equal Housing Opportunity Ent is a registered trademark of Ent Credit Union Insured by NCUA AccountNumber 1159412 StatementPeriod07/01/23thru07/31/23 Page 7 of 11 1111111111111111111111010011001100110011001110011000100010010001010000001110100011000011101011000110000001110100001100010011000001011000100110000000101111000100110010100101010111001010000100001011010100010011111010100111101011000111110001111101110011011001000010111110110011100111110001000010110011011101110111011000101100001000010001001101000100110101111100101001010001011100111100010001111001111000000100101111001011011111010001100100100111110110001000101011010101010101010101010101 No Strings Checking - 10 NO STRINGS CHECKING (continued) TransDate EffDate TransactionDescription Amount Balance TYPE: DIR DEP CO: UNIVERSITY OF CO,715.67,"1,072.87",INCOME/SALARY
21-Jul,Withdrawal POS #320200117131...........................................  KING SOOPERS #719 FUEL 9255 N UNION BL COLORADO SPRI CO 5542,-45,"1,027.87",GROCERIES
22-Jul,Withdrawal Debit Card Visa Check...........................................  SONIC DRIVE IN #5256 COLORADO SPRI CO 5814,-20.2,"1,007.67",SHOPPING
22-Jul,Withdrawal POS #320309559835...........................................  KUM&GO 0659R CO SPRIN CO SPRINGS CO 5541,-12.99,994.68,Others
22-Jul,Withdrawal Home Banking Transfer To Share 11....................  REF# 61659217,-300,694.68,TRANSFERS
22-Jul,Withdrawal Home Banking Transfer To Share 13....................  REF# 61659225,-40,654.68,TRANSFERS
22-Jul,"Withdrawal Home Banking Transfer REF# 61659233..............  To HODGES,JUSTINE B 532694 Share 11",-35,619.68,TRANSFERS
22-Jul,"Withdrawal Home Banking Transfer REF# 61659278..............  To HODGES,JUSTINE B 532694 Share 01",-100,519.68,TRANSFERS
22-Jul,"Withdrawal Home Banking Transfer REF# 61659289..............  To HODGES,JUSTINE B 532694 Share 12",-100,419.68,TRANSFERS
22-Jul,Deposit Home Banking Transfer From Share 13......................  REF# 61666955,70,489.68,TRANSFERS
22-Jul,Withdrawal POS #320317649475...........................................  COSTCO WHSE #1014 COLORADO SPRI CO 5300,-2.15,487.53,GROCERIES
22-Jul,Withdrawal POS #320317649940...........................................  COSTCO WHSE #1014 COLORADO SPRI CO 5300,-86.78,400.75,GROCERIES
22-Jul,Withdrawal POS #320300015795...........................................  KING SOOPERS #0119 9225 N. UNION COLORADO SPRI CO 5411,-28.9,371.85,GROCERIES
23-Jul,Deposit Home Banking Transfer From Share 13......................  REF# 61678441,70,441.85,TRANSFERS
23-Jul,Withdrawal Debit Card Visa Check...........................................  BOOTBARN.COM 888-440-2668 CA 5661,-309.66,132.19,Others
23-Jul,Deposit Home Banking Transfer From Share 00......................  REF# 61688352,30,162.19,TRANSFERS
24-Jul,Withdrawal Debit Card Visa Check...........................................  Equal Housing Opportunity Ent is a registered trademark of Ent Credit Union Insured by NCUA 391340-1.38-26008N11.no7 028700194 4-6 AccountNumber 1159412 StatementPeriod07/01/23thru07/31/23 Page 8 of 11 No Strings Checking - 10 NO STRINGS CHECKING (continued) TransDate EffDate TransactionDescription Amount Balance AMZN Mktp US*2Q1TW26Q3 Amzn.com/bill WA 5942,-62.99,99.2,SHOPPING
24-Jul,Withdrawal Debit Card Visa Check...........................................  MAVERIK #608 COLORADO SPRI CO 5541,-11.63,87.57,Others
24-Jul,Withdrawal Debit Card Visa Check...........................................  MAVERIK #608 COLORADO SPRI CO 5542,-64.65,22.92,Others
24-Jul,Withdrawal Debit Card Visa Check...........................................  PANDA EXPRESS #3558 FALCON CO 5814,-11.67,11.25,DINING
24-Jul,Deposit Home Banking Transfer From Share 00......................  REF# 61703927,25,36.25,TRANSFERS
24-Jul,Deposit Debit Card...................................................................  VENMO*Hodges Justine New York City NY Date 07/24/23 4829,10.25,46.5,Others
24-Jul,Withdrawal Debit Card Visa Check...........................................  WL *Steam Purchase 425-9522985 WA 5816,-15.45,31.05,Others
24-Jul,Withdrawal Debit Card Visa Check...........................................  WL *Steam Purchase 425-9522985 WA 5816,-15.45,15.6,Others
25-Jul,Deposit Home Banking Transfer From Share 11......................  REF# 61745319,25,40.6,TRANSFERS
25-Jul,Withdrawal POS #320619764023...........................................  KUM&GO 0693R CO SPRINGS COLORADO SPRN CO 5541,-27.37,13.23,Others
26-Jul,Withdrawal Debit Card Visa Check...........................................  MCDONALD’S F26480 COLORADO SPRI CO 5814,-3.33,9.9,Others
28-Jul,Deposit ACH Colorado Springs................................................  TYPE: PR PAYMENT CO: Colorado Springs,"1,253.49","1,263.39",INCOME/SALARY
28-Jul,Withdrawal POS #320915852938...........................................  Boot Barn #85 Colorado Spri CO 5661,-18.38,"1,245.01",Others
28-Jul,Withdrawal Home Banking Transfer To Share 11....................  REF# 61834567,-300,945.01,TRANSFERS
28-Jul,Withdrawal POS #320900016991...........................................  KING SOOPERS #0119 9225 N. UNION COLORADO SPRI CO 5411,-44.22,900.79,GROCERIES
28-Jul,Withdrawal Debit Card Visa Check...........................................  DP DOUGH COLORADO SPRIN 678-787-9643 CO 5812,-4.44,896.35,Others
29-Jul,Withdrawal Debit Card Visa Check...........................................  THE UPS STORE 7267 719-3312719 CO 7399 Equal Housing Opportunity Ent is a registered trademark of Ent Credit Union Insured by NCUA AccountNumber 1159412 StatementPeriod07/01/23thru07/31/23 Page 9 of 11 1111111111111111111111010011001100110101001110011000100010000001010000001110100011000011101011000110000001101100001100010011000011111000100110000000110111000100110010100101010111001010000100101011010100010011111001000011101011000111101100001101110011011010101110111110110011011010000111010010110011110001111111011000100100000000110000001111111010011101111111000101110100011101000111110110011101111011001110101010010111010110010010100100010111110100001000001011110101010101010101010101 No Strings Checking - 10 NO STRINGS CHECKING (continued) TransDate EffDate TransactionDescription Amount Balance,-0.97,895.38,Others
29-Jul,Withdrawal at ATM #000000008426.......................................  ENT CREDIT UNION 7339 DURYEA DRIVE COLORADO SPRI CO,-50,845.38,Others
29-Jul,Withdrawal POS #321009774744...........................................  KUM&GO 0667R CO SPRIN CO SPRINGS CO 5541,-9.27,836.11,Others
29-Jul,Withdrawal Debit Card Visa Check...........................................  AMZN Mktp US*TH2RI2JG2 Amzn.com/bill WA 5942,-0.28,835.83,SHOPPING
29-Jul,Withdrawal Debit Card Visa Check...........................................  BOOTBARN.COM 888-440-2668 CA 5661,-281.31,554.52,Others
29-Jul,Withdrawal POS #321016054584...........................................  EMPIRE 8155 COLORADO SPGS CO 5542,-72.19,482.33,Others
29-Jul,Withdrawal POS #321022359840...........................................  Tan Your Hide #11 Colorado spri CO 7230,-44.95,437.38,Others
30-Jul,Withdrawal POS #321113857428...........................................  MAVERIK #608 COLORADO SPRI CO 5542,-40.08,397.3,Others
30-Jul,Deposit Home Banking Transfer From Share 11......................  REF# 61883097,200,597.3,TRANSFERS
30-Jul,Withdrawal POS #321116616214...........................................  COSTCO WHSE #1014 COLORADO SPRI CO 5300,-186.52,410.78,GROCERIES
30-Jul,Withdrawal POS #321120358893...........................................  KING SOOPERS #01 9225 N COLORADO SPRI CO 5411,-6.98,403.8,GROCERIES
30-Jul,Withdrawal Debit Card Visa Check...........................................  CALHAN SCHOOL DISTRICT CALHAN CO 8211,-10,393.8,Others
31-Jul,Withdrawal Debit Card Visa Check...........................................  MAVERIK #608 COLORADO SPRI CO 5541 BOOTBARN.COM Pending credit/return for $309.66 on card 0950,-8.4,385.4,Others
31-Jul,"Withdrawal Home Banking Transfer REF# 61926184..............  To HODGES,JUSTINE B 532694 Share 01",-100,285.4,TRANSFERS
31-Jul,"Withdrawal Home Banking Transfer REF# 61926199..............  To HODGES,JUSTINE B 532694 Share 12",-100,185.4,TRANSFERS
31-Jul,"Withdrawal Home Banking Transfer REF# 61926212..............  To HODGES,JUSTINE B 532694 Share 11",-35,150.4,TRANSFERS
31-Jul,"Deposit Dividend Tiered Rate..................................................  Annual Percentage Yield Earned 0.060% for period: 07/01/23 to 07/31/23 Ending Balance............................................................................. 150.42 Equal Housing Opportunity Ent is a registered trademark of Ent Credit Union Insured by NCUA 391340-1.38-26008N11.no7 028700194 5-6 AccountNumber 1159412 StatementPeriod07/01/23thru07/31/23 Page 10 of 11 No Strings Checking - 11 NO STRINGS CHECKING Dividends Earned YTD: 0.14 JointOwner:TYMITCHELL Beginning Balance + Deposits & Other Credits (6) - Checks Cleared (0) - Withdrawals & Other Debits (3) = Ending Balance $300.11 $1,225.03 $0.00 $1,425.00 $100.14 TransDate EffDate TransactionDescription Amount Balance Beginning Balance......................................................................... 300.11",0.02,150.42,YIELD
8-Jul,Deposit Home Banking Transfer From Share 10......................  REF# 61253231,300,600.11,TRANSFERS
14-Jul,Deposit Home Banking Transfer From Share 10......................  REF# 61413719,300,900.11,TRANSFERS
22-Jul,Deposit Home Banking Transfer From Share 10......................  REF# 61659217,300,"1,200.11",TRANSFERS
25-Jul,Withdrawal Home Banking Transfer To Share 10....................  REF# 61745319,-25,"1,175.11",TRANSFERS
25-Jul,"Deposit Home Banking Transfer REF# 61745338....................  From HODGES,JUSTINE B 532694 Share 10",25,"1,200.11",TRANSFERS
28-Jul,Deposit Home Banking Transfer From Share 10......................  REF# 61834567,300,"1,500.11",TRANSFERS
30-Jul,Withdrawal Home Banking Transfer To Share 10....................  REF# 61883097,-200,"1,300.11",TRANSFERS
31-Jul,Withdrawal Home Banking......................................................  ACH WITHDRAWAL US BANK NA - JUSTINE HODGES,"-1,200.00",100.11,Others
31-Jul,Deposit Dividend Tiered Rate..................................................  Annual Percentage Yield Earned 0.040% for period: 07/01/23 to 07/31/23 Ending Balance............................................................................. 100.14 No Strings Checking - 12 NO STRINGS CHECKING Dividends Earned YTD: 0.01 JointOwner:TYMITCHELL Beginning Balance + Deposits & Other Credits (0) - Checks Cleared (0) - Withdrawals & Other Debits (0) = Ending Balance $0.00 $0.00 $0.00 $0.00 $0.00 TransDate EffDate TransactionDescription Amount Balance Beginning Balance......................................................................... 0.00 Ending Balance............................................................................. 0.00 Equal Housing Opportunity Ent is a registered trademark of Ent Credit Union Insured by NCUA AccountNumber 1159412 StatementPeriod07/01/23thru07/31/23 Page 11 of 11 1111111111111111111111010001001100110111001110011000100010010001010000001110100011000011101011000110000001101100001100010011000000111000100110000000101111000100110010100111010111001010000100101001010100010011111001111111101011000111000000011100110011011001000101111010110011010110010111000010110011100000111111011000011111001011110001101101101010100111111001010000100100010101100010010101010011011010110110110000010111011010010001000100010111110010111001101011110101010101010101010101 No Strings Checking - 13 NO STRINGS CHECKING Dividends Earned YTD: 0.01 JointOwner:TYMITCHELL Beginning Balance + Deposits & Other Credits (2) - Checks Cleared (0) - Withdrawals & Other Debits (5) = Ending Balance $140.00 $180.00 $0.00 $320.00 $0.00 TransDate EffDate TransactionDescription Amount Balance Beginning Balance......................................................................... 140.00,0.03,100.14,YIELD
11-Jul,Withdrawal Home Banking Transfer To Share 10....................  REF# 61344996,-70,70,TRANSFERS
13-Jul,Withdrawal Home Banking Transfer To Share 10....................  REF# 61398823,-40,30,TRANSFERS
14-Jul,Deposit Home Banking Transfer From Share 10......................  REF# 61413800,140,170,TRANSFERS
17-Jul,Withdrawal Home Banking Transfer To Share 10....................  REF# 61523416,-70,100,TRANSFERS
22-Jul,Deposit Home Banking Transfer From Share 10......................  REF# 61659225,40,140,TRANSFERS
22-Jul,Withdrawal Home Banking Transfer To Share 10....................  REF# 61666955,-70,70,TRANSFERS
23-Jul,"Withdrawal Home Banking Transfer To Share 10....................  REF# 61678441 Ending Balance............................................................................. 0.00 YEAR-TO-DATE DIVIDEND SUMMARY Reportable Dividends this Year:............................................................................. 0.46 Reportable dividends of $10.00 or more are reported to the IRS as interest income for the year. ** The Visa Foreign Currency Transaction Fee will be assessed to purchases made outside of the United States as well as to online purchases made within the United States, but the merchant is located outside the United States. ** No-cost loan payment alternatives are available, please call 800-525-9623 for more information. Equal Housing Opportunity Ent is a registered trademark of Ent Credit Union Insured by NCUA 391340-1.38-26008N11.no7 028700194 6-6",-70,0,TRANSFERS
2-Jun,Deposit ACH Colorado Springs................................................  TYPE: PR PAYMENT CO: Colorado Springs,138.06,"1,455.31",INCOME/SALARY
9-Jun,Deposit ACH UNIVERSITY OF CO............................................  TYPE: DIR DEP CO: UNIVERSITY OF CO,156.89,"1,612.20",INCOME/SALARY
13-Jun,Withdrawal Home Banking Transfer To Share 10....................  REF# 60496111,-130,"1,482.20",TRANSFERS
13-Jun,Deposit Home Banking Transfer From Share 10......................  REF# 60496214,130,"1,612.20",TRANSFERS
16-Jun,Deposit ACH Colorado Springs................................................  TYPE: PR PAYMENT CO: Colorado Springs,127.32,"1,739.52",INCOME/SALARY
16-Jun,Withdrawal at ATM #000000007995.......................................  ENT CREDIT UNION 7020 CAMPUS DRIVE COLORADO SPRI CO,-120,"1,619.52",Others
19-Jun,Withdrawal Home Banking Transfer To Share 10....................  REF# 60676648,-190,"1,429.52",TRANSFERS
23-Jun,Deposit ACH UNIVERSITY OF CO............................................  Equal Housing Opportunity Ent is a registered trademark of Ent Credit Union Insured by NCUA AccountNumber 1159412 StatementPeriod06/01/23thru06/30/23 Page 2 of 10 Primary Savings - 00 PRIMARY SAVINGS (continued) TransDate EffDate TransactionDescription Amount Balance TYPE: DIR DEP CO: UNIVERSITY OF CO,225.15,"1,654.67",INCOME/SALARY
29-Jun,"Withdrawal Home Banking Transfer REF# 60946832..............  To HODGES,JUSTINE B 532694 Share 01",-35,"1,619.67",TRANSFERS
30-Jun,Deposit ACH Colorado Springs................................................  TYPE: PR PAYMENT CO: Colorado Springs,136.42,"1,756.09",INCOME/SALARY
30-Jun,"Deposit Dividend 0.050%........................................................  Annual Percentage Yield Earned 0.050% for period: 06/01/23 to 06/30/23 Ending Balance............................................................................. 1,756.15 No Strings Checking - 10 NO STRINGS CHECKING Dividends Earned YTD: 0.02 JointOwner:TYMITCHELL Beginning Balance + Deposits & Other Credits (15) - Checks Cleared (0) - Withdrawals & Other Debits (91) = Ending Balance $13.02 $6,084.47 $0.00 $5,503.15 $594.34 TransDate EffDate TransactionDescription Amount Balance Beginning Balance......................................................................... 13.02",0.06,"1,756.15",YIELD
2-Jun,Deposit ACH Colorado Springs................................................  TYPE: PR PAYMENT CO: Colorado Springs,"1,242.61","1,255.63",INCOME/SALARY
2-Jun,Withdrawal Home Banking Transfer To Share 11....................  REF# 60167147,-300,955.63,TRANSFERS
2-Jun,Withdrawal Home Banking Transfer To Share 12....................  REF# 60167157,-200,755.63,TRANSFERS
2-Jun,Withdrawal Home Banking Transfer To Share 13....................  REF# 60167167,-100,655.63,TRANSFERS
2-Jun,"Withdrawal Home Banking Transfer........................................  To HODGES,JUSTINE B 532694 Share 01 REF# 60167184 CREDIT LOAN",-50,605.63,Others
2-Jun,"Withdrawal Home Banking Transfer........................................  To HODGES,JUSTINE B 532694 Share 10 REF# 60167200 1/2 VILLA",-70,535.63,Others
2-Jun,"Withdrawal Home Banking Transfer REF# 60167223..............  To HODGES,JUSTINE B 532694 Share 11",-50,485.63,TRANSFERS
2-Jun,"Withdrawal Home Banking Transfer........................................  To HODGES,JUSTINE B 532694 Share 12 REF# 60167247 CAR PMT",-150,335.63,Others
2-Jun,"Withdrawal Home Banking Transfer........................................  To HODGES,JUSTINE B 532694 Share 01 REF# 60167261 TY LOAN Equal Housing Opportunity Ent is a registered trademark of Ent Credit Union Insured by NCUA AccountNumber 1159412 StatementPeriod06/01/23thru06/30/23 Page 3 of 10 1111111111111111111111010011001100110111001110011000100010000001010000000100100011000011101011101010000001011100001100010011000001111000101110000000100111000100000010100110110111001010000100011111010110000011111001111111100111000111001111101101010001011001010111111010111011011101100011000100110001100111010111010000011101011011110000011100001100000111110110000010101011001100001111011101000011111110000111110100100011011111110001100100100110100110001001001010110101010101010101010101 No Strings Checking - 10 NO STRINGS CHECKING (continued) TransDate EffDate TransactionDescription Amount Balance",-50,285.63,Others
2-Jun,Deposit Home Banking Transfer From Share 13......................  REF# 60182570,70,355.63,TRANSFERS
2-Jun,Withdrawal #315314872552...................................................  8667127753 APPLE COM BILL CUPERTINO CA,-5.99,349.64,Others
2-Jun,Recurring Withdrawal #315314872681...................................  8667127753 APPLE COM BILL CUPERTINO CA,-0.99,348.65,Others
3-Jun,Withdrawal Debit Card Visa Check...........................................  2574PEPSIVEN9147678600 COLORADO SPRI CO 5814,-2.25,346.4,Others
3-Jun,"Withdrawal Home Banking Transfer REF# 60226981..............  To HODGES,JUSTINE B 532694 Share 10",-65,281.4,TRANSFERS
